Date,Close,High,Low,Open,Volume,Ticker,Name
2018-01-02,2.078918218612671,2.078918218612671,2.078918218612671,2.078918218612671,51568,5258.KL,BIMB Holdings
2018-01-03,2.083775520324707,2.112919297729052,2.083775520324707,2.112919297729052,3339,5258.KL,BIMB Holdings
2018-01-04,2.098346710205078,2.098346710205078,2.0789180954455007,2.0789180954455007,15096,5258.KL,BIMB Holdings
2018-01-05,2.1129186153411865,2.1469193427833675,2.088632116228667,2.1469193427833675,27120,5258.KL,BIMB Holdings
2018-01-08,2.083775520324707,2.112919297729052,2.083775520324707,2.112919297729052,204537,5258.KL,BIMB Holdings
2018-01-09,2.0692031383514404,2.112919031011795,2.064346023231079,2.0886325271214368,909798,5258.KL,BIMB Holdings
2018-01-10,2.0303452014923096,2.069203206742848,2.0303452014923096,2.069203206742848,158980,5258.KL,BIMB Holdings
2018-01-11,2.0254878997802734,2.0303450146141113,2.0206306302316865,2.0303450146141113,3234125,5258.KL,BIMB Holdings
2018-01-12,1.9720577001571655,2.035202206685172,1.9623426965470534,2.0254879766488347,4364493,5258.KL,BIMB Holdings
2018-01-15,1.9429142475128174,1.991486639556333,1.9429142475128174,1.9817722539764908,7216129,5258.KL,BIMB Holdings
2018-01-16,1.9720577001571655,1.9769149698900892,1.9429140817596242,1.9526284665107163,3995631,5258.KL,BIMB Holdings
2018-01-17,1.9623427391052246,1.97205774292603,1.9429141238964385,1.97205774292603,1609047,5258.KL,BIMB Holdings
2018-01-18,1.9526283740997314,1.9574854888880302,1.9380567203053407,1.9477711045966855,8968393,5258.KL,BIMB Holdings
2018-01-19,1.9429142475128174,1.9574857485251966,1.9331992430739022,1.9574857485251966,6138800,5258.KL,BIMB Holdings
2018-01-22,1.957485556602478,1.957485556602478,1.9380567873476975,1.942914057018769,1884658,5258.KL,BIMB Holdings
2018-01-23,1.9429142475128174,1.9477713629453544,1.938056977365512,1.9477713629453544,341875,5258.KL,BIMB Holdings
2018-01-24,1.9429142475128174,1.9526286330926594,1.9429142475128174,1.9526286330926594,1166438,5258.KL,BIMB Holdings
2018-01-25,1.9720577001571655,1.9817720849082576,1.933199078149512,1.9672005851389969,747744,5258.KL,BIMB Holdings
2018-01-26,1.9914863109588623,2.0109155430570063,1.972057543004946,1.972057543004946,2250581,5258.KL,BIMB Holdings
2018-01-29,2.0254878997802734,2.0546315170717957,2.006058512156427,2.006058512156427,912203,5258.KL,BIMB Holdings
2018-01-30,2.015773057937622,2.07891818598415,2.001201557554649,2.025488061956904,486962,5258.KL,BIMB Holdings
2018-02-02,2.1372053623199463,2.1372053623199463,2.0157728526739938,2.0157728526739938,1465429,5258.KL,BIMB Holdings
